date,매출건수,매출금액,기온,습도,강수량,풍향,풍속,유동인구,미세먼지,초미세먼지
2020-01-06-5,26.751072961373392,409370.799713877,5.564270386266094,97.30507868383405,2.3585479256080113,70.06499942775393,2.473988984263233,23467.337854077254,12.5,9.25
2020-01-06-6,11.665898617511521,172673.05529953918,6.113594470046084,96.13364055299539,1.1664170506912444,79.28024447004609,2.532567511520737,20001.48953917051,7.5,3.75
2020-01-07-1,5.7125,87488.0625,6.6325,97.5515625,1.6690625000000001,69.66267375,2.4062987500000004,20704.944,3.5,1.5
2020-01-07-2,11.781767955801104,80980.68232044199,7.16243093922652,97.0303867403315,2.1323204419889503,63.26628453038674,3.651429834254144,19119.984392265193,3.0,1.5
2020-01-07-3,16.774919614147908,235924.42443729902,7.696422829581993,97.3902733118971,2.577250803858521,73.11483649517685,3.6722787781350483,25909.669469453376,3.25,1.75
2020-01-07-4,13.714529914529914,195161.2735042735,6.5953846153846145,96.69102564102565,1.7985897435897436,220.27484923076923,2.1778769230769233,26499.88676923077,3.0,1.0
2020-01-07-5,25.059334298118667,399412.00289435603,2.1082127351664255,96.09985528219971,0.7169319826338639,279.89176005788715,2.985643704775687,23507.11468885673,3.0,1.0
2020-01-07-6,11.981087470449173,188034.71158392436,2.922340425531915,94.43617021276596,0.03280141843971631,284.61864964539006,1.9595936170212767,19961.358581560282,3.0,1.0
2020-01-08-1,5.564417177914111,70670.98159509203,4.068251533742331,86.50306748466258,0.0,283.07494662576687,1.4140269938650307,21120.429079754602,3.0,1.5
2020-01-08-2,12.96242774566474,91166.05780346821,3.3460982658959537,85.21965317919076,0.0,265.5829433526012,2.0338768786127166,20133.45196531792,4.25,1.5
2020-01-08-3,18.15270935960591,249404.2840722496,0.37085385878489324,80.94581280788178,0.0,283.88493234811165,2.10986157635468,26094.948292282428,19.25,12.25
2020-01-08-4,15.434426229508198,261088.63278688525,-0.15286885245901638,70.70901639344262,0.0,291.2574537704918,1.7944495081967213,26683.36095081967,37.75,22.5
2020-01-08-5,30.450797872340427,496951.8909574468,-1.378656914893617,75.40558510638297,0.0,307.4239643617021,1.993964095744681,23478.50933510638,54.75,32.5
2020-01-08-6,12.71523178807947,199741.55629139073,-1.4258830022075055,71.44426048565121,0.0,304.8815375275938,2.2810048565121415,20115.821655629137,50.0,29.5
2020-01-09-1,6.174193548387096,96866.02580645161,1.357258064516129,55.174193548387095,0.0,298.99550516129034,2.158470322580645,22501.68258064516,47.75,30.0
2020-01-09-2,11.43019943019943,75273.96866096866,0.11260683760683761,60.58119658119658,0.0,292.028750997151,1.9572555555555557,20301.49022792023,50.75,30.75
2020-01-09-3,19.571192052980134,254015.9867549669,-1.9134933774834437,69.16059602649007,0.0,325.6640221854305,0.9762208609271522,25745.972069536427,50.75,27.5
2020-01-09-4,15.683946488294314,251334.10535117055,-3.09005016722408,76.47491638795987,0.0,95.31148862876255,0.7286237458193979,27608.954046822742,41.0,23.25
2020-01-09-5,27.857329842931936,471834.44240837696,-3.2929973821989527,77.95418848167539,0.0,72.06638468586387,0.9451341623036649,23463.34587696335,44.5,24.25
2020-01-09-6,11.931567328918323,179937.16777041942,-0.891225165562914,72.63741721854305,0.0,218.43396953642383,0.3595677704194261,20884.728565121415,52.0,33.25
2020-01-10-1,7.333333333333333,101160.24242424243,2.8666666666666667,50.06060606060606,0.0,288.05497272727274,1.7276757575757578,22919.13915151515,53.0,34.25
2020-01-10-2,12.722371967654986,101702.88679245283,1.942789757412399,51.094339622641506,0.0,296.67123288409704,1.5370590296495956,20234.626684636118,64.75,39.25
2020-01-10-3,18.18360655737705,237595.58360655737,-0.4588114754098361,66.35573770491803,0.0,94.79041606557377,0.8272511475409836,25884.545229508196,87.25,50.5
2020-01-10-4,15.943708609271523,273923.33278145693,-1.0645281456953641,72.57905629139073,0.0,142.808801986755,0.3904465231788079,27508.082052980135,64.5,37.5
2020-01-10-5,28.27415143603133,551394.4660574412,-1.4851827676240208,76.87402088772846,0.0,89.01359869451697,0.24659647519582245,24743.449778067887,52.5,26.25
2020-01-10-6,15.63883089770355,284160.7160751566,0.40313152400835073,73.89979123173278,0.0,263.0049530271399,0.22973549060542797,21796.644237995824,50.0,30.0
2020-01-11-1,9.124401913875598,152846.92822966506,3.3714114832535884,50.004784688995215,0.0,298.70897751196173,2.071109090909091,21796.776842105264,43.0,29.25
2020-01-11-2,10.337837837837839,99068.33243243243,1.3814864864864864,54.991216216216216,0.0,303.3065743243243,1.9606727027027027,18117.746432432432,49.25,29.0
2020-01-11-3,17.49829931972789,278127.806122449,-0.5436649659863946,62.383078231292515,0.0,306.7020467687075,1.6866651360544218,22276.896156462582,58.75,31.5
2020-01-11-4,19.8328173374613,406075.07275541796,-1.4371517027863778,71.93885448916409,0.0,299.7939609907121,1.6378287925696593,24591.86592879257,53.25,27.75
2020-01-11-5,31.312084993359893,627275.2297476759,-2.5853917662682604,74.36985391766268,0.0,307.7137103585657,1.393349003984064,23786.40754316069,43.25,23.25
2020-01-11-6,15.748387096774193,288174.47741935484,-1.5766129032258065,68.23064516129033,0.0,300.34350516129035,1.583351612903226,21871.177849462365,58.0,32.5
2020-01-12-1,9.901554404145077,156227.9274611399,1.9911917098445597,45.781088082901555,0.0,301.29363989637307,2.29089170984456,23320.810673575128,62.75,36.75
2020-01-12-2,9.770897832817337,94292.06811145511,0.6389318885448917,58.749226006191954,0.0,282.9850003095975,1.7978743034055726,17549.79439628483,53.25,30.5
2020-01-12-3,15.416967509025271,263123.25631768955,-0.9263086642599277,66.65162454873646,0.0,285.47351606498194,1.6388953068592058,19923.67406137184,58.25,30.5
2020-01-12-4,19.687397708674304,405968.18821603927,-2.96550736497545,74.24590834697217,0.0,314.2018790507365,0.9433672667757775,22622.618019639933,32.25,16.75
2020-01-12-5,29.15639097744361,532749.0406015038,-3.755639097744361,71.13421052631578,0.0,306.8790287218045,0.809017894736842,21603.22855639098,29.25,14.5
2020-01-12-6,12.536458333333334,188556.78645833334,-2.525,63.1015625,0.0,301.92750989583334,2.6357989583333334,19750.37145833333,34.0,16.75
2020-01-13-1,6.774647887323944,88869.98591549296,-0.3369718309859155,39.49471830985915,0.0,300.37149436619717,3.1020626760563377,22151.86943661972,24.75,15.0
2020-01-13-2,12.278551532033426,82762.23676880224,-1.2121866295264625,36.966573816155986,0.0,294.5114866295265,2.43586713091922,19243.974596100277,34.25,16.25
2020-01-13-3,16.38861788617886,204214.86341463414,-3.231219512195122,41.78658536585366,0.0,338.30145203252033,1.1588134959349594,25965.85713821138,29.75,12.75
2020-01-13-4,16.330464716006883,256580.89500860585,-4.0184165232358,50.68717728055078,0.0,125.44795077452667,0.5474956970740102,27560.91931153184,21.75,10.75
2020-01-13-5,27.09556786703601,469938.68559556786,-4.421191135734072,57.60803324099723,0.0,60.547809141274236,0.773403324099723,24240.163407202217,19.75,10.25
2020-01-13-6,11.727699530516432,176295.13615023473,-2.0169600938967136,52.553403755868544,0.0,30.58986737089202,0.8542159624413146,19892.224037558684,26.0,17.0
2020-01-14-1,6.592356687898089,93907.1974522293,1.6627388535031848,33.38375796178344,0.0,300.0833872611465,1.7201598726114649,22274.291273885352,26.75,22.75
2020-01-14-2,12.856756756756758,90660.67027027028,0.24020270270270266,32.49256756756757,0.0,302.71875351351355,1.9231329729729727,20339.016324324326,29.0,21.75
2020-01-14-3,19.530405405405407,327565.2668918919,-2.6392314189189188,44.68116554054054,0.0,323.9610476351352,1.0515592905405406,26841.89626689189,34.5,24.5
2020-01-14-4,15.898477157360405,271959.91878172586,-4.23756345177665,56.59263959390863,0.0,334.6887263959391,0.9545187817258882,27468.259475465315,37.75,20.5
2020-01-14-5,28.92455418381344,484706.08093278465,-5.758299039780521,65.09705075445817,0.0,332.85301906721537,1.0178290809327846,24005.270644718796,22.0,12.25
2020-01-14-6,13.587264150943396,225295.36556603774,-3.6880896226415096,49.3938679245283,0.0,310.52739528301885,1.2917948113207547,21147.40266509434,31.25,23.75
2020-01-15-1,7.13103448275862,95626.6827586207,0.8818965517241381,34.64655172413793,0.0,300.89898551724144,2.1371310344827585,21550.183862068967,35.0,27.5
2020-01-15-2,12.972602739726028,97620.93150684932,-0.12787671232876713,37.06369863013698,0.0,292.6315838356164,1.8069772602739727,20026.899890410958,48.0,34.0
2020-01-15-3,18.615748031496064,287287.54015748034,-2.2019291338582674,49.20275590551181,0.0,335.3781302362205,1.0283059842519684,25743.635023622046,49.5,29.5
2020-01-15-4,16.31951640759931,280000.8411053541,-3.667098445595855,48.73056994818653,0.0,87.66956994818652,0.6864827288428325,27700.806977547498,27.75,17.5
2020-01-15-5,26.968232044198896,453453.53453038674,-4.7874654696132595,57.70683701657459,0.0,330.1465769337016,1.0798703038674033,23988.677790055248,36.25,24.75
2020-01-15-6,12.460648148148149,220377.46990740742,-2.579398148148148,49.5162037037037,0.0,325.44585925925924,1.2144435185185185,20684.978541666667,25.75,19.5
2020-01-16-1,5.935294117647059,100741.88235294117,2.0324999999999998,31.91764705882353,0.0,304.04155588235295,1.9376647058823526,21029.220588235294,27.5,24.0
2020-01-16-2,12.251396648044693,90357.30446927375,0.7516759776536314,37.236033519553075,0.0,302.66602067039105,1.8251396648044693,20212.605586592177,43.0,29.25
2020-01-16-3,19.628664495114005,288004.79641693813,-1.556026058631922,51.92915309446254,0.0,320.92341416938115,0.9846568403908794,25116.12516286645,47.5,28.5
2020-01-16-4,14.675895765472312,211997.0358306189,-2.7523615635179155,59.17263843648208,0.0,78.00941270358307,0.8361827361563517,27092.582947882736,40.25,22.0
2020-01-16-5,28.253632760898284,501676.570673712,-3.6898612945838836,61.836856010568034,0.0,96.8355323645971,0.5891463672391016,24030.301585204757,40.25,28.25
2020-01-16-6,12.205508474576272,186684.0127118644,-0.968061440677966,50.81885593220339,0.0,91.824725,0.3461620762711865,20273.116398305083,42.25,31.0
2020-01-17-1,6.573099415204679,100916.44444444444,3.3130116959064324,37.71783625730994,0.0,290.25351988304095,1.2632099415204678,21489.83625730994,41.0,31.0
2020-01-17-2,13.028497409326425,92528.5725388601,1.5656088082901554,36.22862694300518,0.0,301.3096759067358,1.5025572538860106,18944.212668393782,47.5,32.5
2020-01-17-3,18.060653188180403,270158.78071539657,-0.38479782270606533,52.099533437013996,0.0,321.2270135303266,1.0013326594090202,25075.880855365474,64.5,40.0
2020-01-17-4,16.225283630470017,309130.0081037277,-1.7738249594813615,65.36912479740681,0.0,302.51330940032415,1.1276541329011345,26178.12737439222,68.25,40.0
2020-01-17-5,31.812,635713.416,-2.8943333333333334,65.49166666666666,0.0,83.9682276,0.6189309333333333,24208.62142666667,57.25,34.25
2020-01-17-6,15.478439425051334,293365.64681724843,-1.2064681724845996,63.596509240246405,0.0,301.4339901437371,1.215640041067762,21763.603080082135,59.25,40.25
2020-01-18-1,9.345744680851064,141715.46276595743,4.005718085106383,32.986702127659576,0.0,277.6539877659575,2.2106989361702127,21889.54409574468,66.0,45.75
2020-01-18-2,11.243169398907105,134071.05737704918,3.026775956284153,32.16530054644809,0.0,287.83934781420766,1.545660655737705,18528.774836065575,64.75,46.0
2020-01-18-3,16.14423076923077,281736.5,0.4790464743589743,48.47355769230769,0.0,304.06147243589743,0.37146378205128205,21404.501378205132,91.0,58.25
2020-01-18-4,19.432601880877744,343923.5235109718,0.7588557993730408,62.96042319749216,0.0,276.5177771159874,0.4561565830721003,23847.235203761757,64.5,38.75
2020-01-18-5,29.29801324503311,648596.6225165563,0.8650662251655629,65.60298013245033,0.0,124.85147403973511,0.4471258278145695,22998.860675496686,34.5,22.5
2020-01-18-6,16.299568965517242,279752.5840517241,2.2285021551724133,75.25915948275862,0.008405172413793103,179.26208340517243,0.9116357758620689,21538.559094827586,39.25,29.0
2020-01-19-1,8.151041666666666,137112.71875,4.998697916666667,61.529947916666664,0.0,287.8456890625,2.6714265625,22955.401041666668,40.5,35.75
2020-01-19-2,8.990853658536585,102108.5518292683,3.9423780487804874,56.6844512195122,0.0,281.3133426829268,2.3804701219512197,17674.96131097561,40.25,31.75
2020-01-19-3,16.256317689530686,312548.1389891697,1.2615072202166064,65.04963898916968,0.0,287.83873682310474,1.5213931407942238,19990.055036101083,74.5,62.0
2020-01-19-4,18.867120954003408,415357.43611584324,-0.08730834752981262,65.4552810902896,0.0,292.08994378194205,0.5648068143100511,22699.50810902896,71.5,61.25
2020-01-19-5,29.126112759643917,580338.5712166172,-0.030452522255192918,59.37685459940653,0.0,314.9982357566766,0.7741980712166173,22304.062462908012,80.5,59.5
2020-01-19-6,12.885,190992.0275,1.1396875,54.9875,0.0,304.19081775,1.6523897499999998,19659.1806,94.75,74.5
2020-01-20-1,7.186567164179104,90809.55223880598,4.98955223880597,37.53731343283582,0.0,271.0178044776119,2.7096126865671644,20847.222014925374,72.0,56.5
2020-01-20-2,13.923913043478262,116064.22282608696,2.870108695652174,46.755434782608695,0.0,291.8067429347826,3.329914945652174,20002.237635869566,59.5,36.0
2020-01-20-3,17.157212317666126,261984.03889789304,-1.7838330632090762,45.55064829821718,0.0,301.90043192868717,2.4882131280388977,24847.050081037276,50.25,27.0
2020-01-20-4,17.167213114754098,311093.29672131146,-3.6245081967213113,50.28155737704918,0.0,336.7988970491803,0.9231967213114753,26610.002819672132,69.0,27.25
2020-01-20-5,29.440111420612812,526264.5403899722,-4.136525069637883,48.831824512534816,0.0,45.49698690807799,1.0788034818941503,23361.33909470752,39.0,19.25
2020-01-20-6,12.272108843537415,189973.84353741497,-1.2419501133786846,40.791383219954646,0.0,113.10267596371881,0.9066741496598639,20491.4758276644,31.5,18.5
2020-01-21-1,7.037037037037037,105948.49382716049,3.3310185185185186,27.77932098765432,0.0,124.92738086419752,0.7546697530864198,22144.547592592593,37.5,24.25
2020-01-21-2,12.325136612021858,120746.35519125684,2.7110655737704916,28.82103825136612,0.0,316.5039273224044,0.5941491803278688,19697.392322404372,36.0,23.0
2020-01-21-3,18.087947882736156,350358.9201954397,-0.09914495114006516,42.707654723127035,0.0,327.37505130293164,0.8167148208469056,24976.59599348534,43.5,26.0
2020-01-21-4,16.672849915682967,284652.8347386172,0.637689713322091,44.34949409780776,0.0,157.23222394603712,0.4360303541315345,26535.64249578415,44.75,26.75
2020-01-21-5,29.314093959731544,543397.1476510067,1.1783892617449665,37.42348993288591,0.0,101.72806577181208,1.0582889932885906,23577.1962147651,55.5,32.75
2020-01-21-6,12.513215859030836,193759.42511013217,2.4992290748898682,34.78689427312775,0.0,70.79295264317182,0.9863325991189427,19921.76988986784,48.0,31.5
2020-01-22-1,6.0,85613.3950617284,6.008333333333334,29.496913580246915,0.0,133.82294320987654,1.8024716049382716,22031.97765432099,47.25,29.75
2020-01-22-2,13.018716577540108,136309.98395721926,5.444117647058824,39.723262032085564,0.0,87.82431497326203,1.138285026737968,19213.45794117647,39.5,25.75
2020-01-22-3,18.69291338582677,334785.1968503937,3.8314173228346453,46.91220472440945,0.0,67.61529795275591,1.300551968503937,24365.871511811023,40.5,28.75
2020-01-22-4,17.52027027027027,348484.6824324324,2.8110219594594597,48.875,0.0,71.81254003378378,0.3348418918918919,26218.97900337838,38.0,25.75
2020-01-22-5,26.948924731182796,510917.07258064515,1.0847782258064518,54.47345430107527,0.0,131.26865255376345,0.4295588709677419,23453.10487903226,33.25,19.5
2020-01-22-6,13.797752808988765,231652.4179775281,3.3552247191011237,53.50393258426966,0.0,320.31840853932584,0.674063595505618,20530.231393258426,35.5,25.25
2020-01-23-1,6.585635359116022,91395.83977900553,9.262154696132596,40.017955801104975,0.0,294.30305635359116,2.1845861878453037,20135.256685082873,42.5,29.25
2020-01-23-2,12.99742268041237,160879.93041237115,6.994329896907217,50.246134020618555,0.0,295.530418556701,1.800710824742268,18596.133865979384,51.25,38.25
2020-01-23-3,20.317535545023695,366592.03317535546,3.9719194312796207,62.29897314375987,0.0,316.5576714060032,1.8199837282780411,22932.44796208531,71.5,48.0
2020-01-23-4,19.351132686084142,361981.6925566343,1.331715210355987,73.3086569579288,0.0,319.17004093851136,1.3051110032362458,24159.35296116505,70.75,48.0
